motif	HGNC	sub_cluster
AP2A.H13CORE.0.PSM.A	TFAP2A	1
AP2B.H13CORE.0.SM.B	TFAP2B	2
AP2C.H13CORE.0.PSM.A	TFAP2C	3
AP2E.H13CORE.0.SM.B	TFAP2E	4
ARI1A.H13CORE.0.P.C	ARID1A	5
ATF4.H13CORE.0.P.B	ATF4	6
ATF4.H13CORE.1.S.B	ATF4	7
ATF4.H13CORE.2.SM.B	ATF4	8
BATF.H13CORE.0.P.B	BATF	9
BATF.H13CORE.1.P.B	BATF	10
BATF2.H13CORE.0.PSG.A	BATF2	11
BATF3.H13CORE.0.P.B	BATF3	12
BATF3.H13CORE.1.P.B	BATF3	13
BATF3.H13CORE.2.SM.B	BATF3	14
FAM200B.H13CORE.0.PSGIB.A	FAM200B	15
ZBED1.H13CORE.0.S.B	ZBED1	16
ZBED2.H13CORE.0.PSGIB.A	ZBED2	17
ZBED4.H13CORE.0.SGIB.A	ZBED4	18
ZBED5.H13CORE.0.PSGIB.A	ZBED5	19
ZFTA.H13CORE.0.PSGIB.A	ZFTA	20
NACC2.H13CORE.0.PSGIB.A	NACC2	21
MAD4.H13CORE.0.P.C	MXD4	22
MAX.H13CORE.0.PS.A	MAX	23
MAX.H13CORE.1.M.C	MAX	24
MAX.H13CORE.2.S.C	MAX	25
MGA.H13CORE.0.PSG.A	MGA	26
MGAP.H13CORE.0.P.C	MGA	27
MGAP.H13CORE.1.S.B	MGA	28
MITF.H13CORE.0.P.B	MITF	29
MLX.H13CORE.0.PM.A	MLX	30
MLX.H13CORE.1.SM.B	MLX	31
MLXPL.H13CORE.0.S.B	MLXIPL	32
MNT.H13CORE.0.PS.A	MNT	33
MXI1.H13CORE.0.P.B	MXI1	34
MYC.H13CORE.0.P.B	MYC	35
MYCN.H13CORE.0.PS.A	MYCN	36
MYCN.H13CORE.1.M.C	MYCN	37
SRBP1.H13CORE.0.P.B	SREBF1	38
SRBP1.H13CORE.1.S.C	SREBF1	39
SRBP2.H13CORE.0.S.B	SREBF2	40
SRBP2.H13CORE.1.P.B	SREBF2	41
SRBP2.H13CORE.2.M.C	SREBF2	42
TFAP4.H13CORE.0.PSM.A	TFAP4	43
TFE3.H13CORE.0.PSM.A	TFE3	44
TFEB.H13CORE.0.SM.B	TFEB	45
TFEB.H13CORE.1.P.C	TFEB	46
TFEC.H13CORE.0.M.B	TFEC	47
TFEC.H13CORE.1.SM.B	TFEC	48
USF1.H13CORE.0.PSM.A	USF1	49
USF2.H13CORE.0.PSM.A	USF2	50
USF3.H13CORE.0.PSGIB.A	USF3	51
TBX19.H13CORE.0.PS.A	TBX19	52
TBX19.H13CORE.1.SM.B	TBX19	53
TBXT.H13CORE.0.PS.A	TBXT	54
TBXT.H13CORE.1.PSM.A	TBXT	55
POGK.H13CORE.0.SI.A	POGK	56
GATA1.H13CORE.0.P.B	GATA1	57
GATA1.H13CORE.1.PSM.A	GATA1	58
GATA2.H13CORE.0.PSM.A	GATA2	59
GATA2.H13CORE.1.P.B	GATA2	60
GATA3.H13CORE.0.PS.A	GATA3	61
GATA3.H13CORE.1.SM.B	GATA3	62
GATA4.H13CORE.0.PSM.A	GATA4	63
GATA5.H13CORE.0.SM.B	GATA5	64
GATA6.H13CORE.0.PSM.A	GATA6	65
GATAD2A.H13CORE.0.SG.A	GATAD2A	66
TRPS1.H13CORE.0.P.B	TRPS1	67
ZGLP1.H13CORE.0.SGB.A	ZGLP1	68
CEBPA.H13CORE.0.P.B	CEBPA	69
CEBPB.H13CORE.0.P.B	CEBPB	70
CEBPB.H13CORE.1.SM.B	CEBPB	71
CEBPD.H13CORE.0.P.B	CEBPD	72
CEBPD.H13CORE.1.SM.B	CEBPD	73
CEBPE.H13CORE.0.P.B	CEBPE	74
CEBPE.H13CORE.1.SM.B	CEBPE	75
CEBPG.H13CORE.0.P.B	CEBPG	76
CEBPG.H13CORE.1.SM.B	CEBPG	77
CEBPG.H13CORE.2.P.B	CEBPG	78
DBP.H13CORE.0.SM.B	DBP	79
DDIT3.H13CORE.0.P.B	DDIT3	80
HLF.H13CORE.0.P.B	HLF	81
HLF.H13CORE.1.SM.B	HLF	82
NFIL3.H13CORE.0.P.B	NFIL3	83
NFIL3.H13CORE.1.S.B	NFIL3	84
TEF.H13CORE.0.SM.B	TEF	85
CAMTA1.H13CORE.0.PSGI.A	CAMTA1	86
CAMTA2.H13CORE.0.PSGI.A	CAMTA2	87
CENPB.H13CORE.0.S.B	CENPB	88
JRK.H13CORE.0.PSGB.A	JRK	89
TIGD3.H13CORE.0.PSGIB.A	TIGD3	90
TIGD4.H13CORE.0.PSGI.A	TIGD4	91
TIGD5.H13CORE.0.SGI.A	TIGD5	92
TIGD7.H13CORE.0.SGIB.A	TIGD7	93
TF2L1.H13CORE.0.PSM.A	TFCP2L1	94
TF2L1.H13CORE.1.P.B	TFCP2L1	95
TFCP2.H13CORE.0.SM.B	TFCP2	96
TFCP2.H13CORE.1.SM.B	TFCP2	97
TFCP2.H13CORE.2.S.C	TFCP2	98
UBIP1.H13CORE.0.SM.B	UBP1	99
CXXC4.H13CORE.0.PSGIB.A	CXXC4	100
FBXL19.H13CORE.0.PSGIB.A	FBXL19	101
KDM2A.H13CORE.0.PSGB.A	KDM2A	102
KMT2A.H13CORE.0.P.B	KMT2A	103
KMT2B.H13CORE.0.P.B	KMT2B	104
MBD1.H13CORE.0.PSIB.A	MBD1	105
TET3.H13CORE.0.PSGIB.A	TET3	106
ATF1.H13CORE.0.P.B	ATF1	107
ATF1.H13CORE.1.P.B	ATF1	108
ATF6A.H13CORE.0.SM.B	ATF6	109
ATF6B.H13CORE.0.SM.B	ATF6B	110
CR3L1.H13CORE.0.PSM.A	CREB3L1	111
CR3L2.H13CORE.0.PS.A	CREB3L2	112
CR3L4.H13CORE.0.M.C	CREB3L4	113
CR3L4.H13CORE.1.S.C	CREB3L4	114
CREB1.H13CORE.0.PSM.A	CREB1	115
CREB3.H13CORE.0.SM.B	CREB3	116
CREB3L3.H13CORE.0.PSGIB.A	CREB3L3	117
CREM.H13CORE.0.PSM.A	CREM	118
CREM.H13CORE.1.P.C	CREM	119
SUH.H13CORE.0.P.B	RBPJ	120
YBOX1.H13CORE.0.SM.B	YBX1	121
DMRT1.H13CORE.0.PS.A	DMRT1	122
DMRT1.H13CORE.1.M.C	DMRT1	123
DMRT3.H13CORE.0.S.C	DMRT3	124
DMRTA.H13CORE.0.SM.B	DMRTA1	125
DMRTB.H13CORE.0.P.C	DMRTB1	126
DMRTD.H13CORE.0.SM.B	DMRTC2	127
DMTA2.H13CORE.0.SM.B	DMRTA2	128
HTF4.H13CORE.0.PSM.A	TCF12	129
ITF2.H13CORE.0.S.B	TCF4	130
ITF2.H13CORE.1.PSM.A	TCF4	131
TFE2.H13CORE.0.PS.A	TCF3	132
E2F1.H13CORE.0.P.B	E2F1	133
E2F1.H13CORE.1.S.B	E2F1	134
E2F2.H13CORE.0.S.B	E2F2	135
E2F3.H13CORE.0.P.B	E2F3	136
E2F3.H13CORE.1.SM.B	E2F3	137
E2F4.H13CORE.0.P.B	E2F4	138
E2F4.H13CORE.1.P.B	E2F4	139
E2F4.H13CORE.2.S.B	E2F4	140
E2F6.H13CORE.0.P.B	E2F6	141
E2F7.H13CORE.0.S.C	E2F7	142
E2F7.H13CORE.1.P.B	E2F7	143
E2F8.H13CORE.0.P.C	E2F8	144
E2F8.H13CORE.1.SM.B	E2F8	145
TFDP1.H13CORE.0.P.B	TFDP1	146
COE1.H13CORE.0.P.B	EBF1	147
COE2.H13CORE.0.P.B	EBF2	148
COE3.H13CORE.0.P.B	EBF3	149
EHF.H13CORE.0.P.B	EHF	150
ELF1.H13CORE.0.PSM.A	ELF1	151
ELF2.H13CORE.0.PS.A	ELF2	152
ELF2.H13CORE.1.M.B	ELF2	153
ELF3.H13CORE.0.S.B	ELF3	154
ELF3.H13CORE.1.PM.A	ELF3	155
ELF4.H13CORE.0.PS.A	ELF4	156
ELF4.H13CORE.1.M.B	ELF4	157
ELF5.H13CORE.0.PSM.A	ELF5	158
ELF5.H13CORE.1.S.B	ELF5	159
ELK1.H13CORE.0.PSM.A	ELK1	160
ELK3.H13CORE.0.PSM.A	ELK3	161
ELK4.H13CORE.0.PSM.A	ELK4	162
ERF.H13CORE.0.PS.A	ERF	163
ERG.H13CORE.0.P.B	ERG	164
ERG.H13CORE.1.SM.B	ERG	165
ETS1.H13CORE.0.S.B	ETS1	166
ETS1.H13CORE.1.P.B	ETS1	167
ETS2.H13CORE.0.S.C	ETS2	168
ETS2.H13CORE.1.P.B	ETS2	169
ETV1.H13CORE.0.PSM.A	ETV1	170
ETV1.H13CORE.1.PM.A	ETV1	171
ETV2.H13CORE.0.S.B	ETV2	172
ETV2.H13CORE.1.PM.A	ETV2	173
ETV3.H13CORE.0.SM.B	ETV3	174
ETV4.H13CORE.0.P.B	ETV4	175
ETV4.H13CORE.1.SM.B	ETV4	176
ETV5.H13CORE.0.PS.A	ETV5	177
ETV5.H13CORE.1.PM.A	ETV5	178
ETV6.H13CORE.0.PS.A	ETV6	179
ETV6.H13CORE.1.P.B	ETV6	180
ETV7.H13CORE.0.SM.B	ETV7	181
ETV7.H13CORE.1.P.C	ETV7	182
FEV.H13CORE.0.S.B	FEV	183
FLI1.H13CORE.0.PSM.A	FLI1	184
FLI1.H13CORE.1.P.B	FLI1	185
GABPA.H13CORE.0.PSM.A	GABPA	186
SPDEF.H13CORE.0.PSM.A	SPDEF	187
SPDEF.H13CORE.1.SM.B	SPDEF	188
SPI1.H13CORE.0.P.B	SPI1	189
SPI1.H13CORE.1.S.B	SPI1	190
SPIB.H13CORE.0.P.B	SPIB	191
SPIB.H13CORE.1.S.C	SPIB	192
SPIB.H13CORE.2.SM.B	SPIB	193
ZFPM1.H13CORE.0.I.C	ZFPM1	194
ATF3.H13CORE.0.P.B	ATF3	195
ATF3.H13CORE.1.P.B	ATF3	196
ATF3.H13CORE.2.P.B	ATF3	197
ATF3.H13CORE.3.SM.B	ATF3	198
FOS.H13CORE.0.P.B	FOS	199
FOS.H13CORE.1.S.C	FOS	200
FOS.H13CORE.2.S.C	FOS	201
FOSB.H13CORE.0.P.B	FOSB	202
FOSB.H13CORE.1.M.C	FOSB	203
FOSB.H13CORE.2.M.C	FOSB	204
FOSL1.H13CORE.0.P.B	FOSL1	205
FOSL2.H13CORE.0.P.B	FOSL2	206
JDP2.H13CORE.0.SM.B	JDP2	207
FOXA1.H13CORE.0.P.B	FOXA1	208
FOXA1.H13CORE.1.S.C	FOXA1	209
FOXA2.H13CORE.0.PSM.A	FOXA2	210
FOXA2.H13CORE.1.SM.B	FOXA2	211
FOXA3.H13CORE.0.PS.A	FOXA3	212
FOXA3.H13CORE.1.M.C	FOXA3	213
FOXB1.H13CORE.0.SM.B	FOXB1	214
FOXC1.H13CORE.0.S.B	FOXC1	215
FOXC1.H13CORE.1.S.C	FOXC1	216
FOXC2.H13CORE.0.SM.B	FOXC2	217
FOXD2.H13CORE.0.S.B	FOXD2	218
FOXD2.H13CORE.1.SM.B	FOXD2	219
FOXD3.H13CORE.0.P.C	FOXD3	220
FOXD3.H13CORE.1.S.B	FOXD3	221
FOXE1.H13CORE.0.SM.B	FOXE1	222
FOXE1.H13CORE.1.S.C	FOXE1	223
FOXF1.H13CORE.0.P.C	FOXF1	224
FOXG1.H13CORE.0.PSM.A	FOXG1	225
FOXH1.H13CORE.0.P.B	FOXH1	226
FOXI1.H13CORE.0.SM.B	FOXI1	227
FOXJ2.H13CORE.0.PSM.A	FOXJ2	228
FOXJ2.H13CORE.1.SM.B	FOXJ2	229
FOXJ2.H13CORE.2.S.B	FOXJ2	230
FOXJ3.H13CORE.0.SM.B	FOXJ3	231
FOXK1.H13CORE.0.PS.A	FOXK1	232
FOXK2.H13CORE.0.P.B	FOXK2	233
FOXL1.H13CORE.0.S.B	FOXL1	234
FOXL2.H13CORE.0.PSM.A	FOXL2	235
FOXM1.H13CORE.0.P.B	FOXM1	236
FOXO1.H13CORE.0.PS.A	FOXO1	237
FOXO3.H13CORE.0.PS.A	FOXO3	238
FOXO4.H13CORE.0.SM.B	FOXO4	239
FOXO6.H13CORE.0.S.B	FOXO6	240
FOXP1.H13CORE.0.PS.A	FOXP1	241
FOXP2.H13CORE.0.P.B	FOXP2	242
FOXP3.H13CORE.0.P.B	FOXP3	243
FOXR2.H13CORE.0.M.C	FOXR2	244
NR5A2.H13CORE.0.PSM.A	NR5A2	245
STF1.H13CORE.0.PSM.A	NR5A1	246
GCM1.H13CORE.0.S.B	GCM1	247
GCM2.H13CORE.0.SM.B	GCM2	248
NR6A1.H13CORE.0.P.C	NR6A1	249
NR6A1.H13CORE.1.P.C	NR6A1	250
NR6A1.H13CORE.2.SM.B	NR6A1	251
GMEB1.H13CORE.0.P.C	GMEB1	252
GMEB1.H13CORE.1.P.C	GMEB1	253
GMEB1.H13CORE.2.SM.B	GMEB1	254
GMEB2.H13CORE.0.P.C	GMEB2	255
GMEB2.H13CORE.1.P.C	GMEB2	256
GMEB2.H13CORE.2.SM.B	GMEB2	257
GRHL1.H13CORE.0.PSM.A	GRHL1	258
GRHL1.H13CORE.1.PS.A	GRHL1	259
GRHL2.H13CORE.0.P.B	GRHL2	260
GRHL2.H13CORE.1.P.B	GRHL2	261
GRHL3.H13CORE.0.SB.A	GRHL3	262
BHE40.H13CORE.0.PSM.A	BHLHE40	263
BHE40.H13CORE.1.S.C	BHLHE40	264
BHE41.H13CORE.0.PSM.A	BHLHE41	265
HES1.H13CORE.0.S.C	HES1	266
HES1.H13CORE.1.S.C	HES1	267
HES2.H13CORE.0.S.C	HES2	268
HES5.H13CORE.0.SM.B	HES5	269
HES7.H13CORE.0.S.B	HES7	270
HEY1.H13CORE.0.S.B	HEY1	271
HEY2.H13CORE.0.S.B	HEY2	272
CUX1.H13CORE.0.PM.A	CUX1	273
CUX1.H13CORE.1.S.B	CUX1	274
CUX1.H13CORE.2.P.C	CUX1	275
CUX2.H13CORE.0.P.C	CUX2	276
CUX2.H13CORE.1.SM.B	CUX2	277
CUX2.H13CORE.2.S.C	CUX2	278
HNF6.H13CORE.0.PM.A	ONECUT1	279
HNF6.H13CORE.1.S.B	ONECUT1	280
HNF6.H13CORE.2.S.B	ONECUT1	281
HNF6.H13CORE.3.M.B	ONECUT1	282
ONEC2.H13CORE.0.S.B	ONECUT2	283
ONEC2.H13CORE.1.PM.A	ONECUT2	284
ONEC2.H13CORE.2.S.B	ONECUT2	285
ONEC2.H13CORE.3.P.B	ONECUT2	286
ONEC3.H13CORE.0.S.B	ONECUT3	287
ONEC3.H13CORE.1.S.C	ONECUT3	288
ONEC3.H13CORE.2.M.C	ONECUT3	289
SATB1.H13CORE.0.P.B	SATB1	290
SATB1.H13CORE.1.P.B	SATB1	291
ISL1.H13CORE.0.PSM.A	ISL1	292
ISL2.H13CORE.0.SM.B	ISL2	293
LHX1.H13CORE.0.S.C	LHX1	294
LHX1.H13CORE.1.M.C	LHX1	295
LHX2.H13CORE.0.PS.A	LHX2	296
LHX2.H13CORE.1.S.C	LHX2	297
LHX3.H13CORE.0.P.B	LHX3	298
LHX4.H13CORE.0.SM.B	LHX4	299
LHX5.H13CORE.0.PSM.A	LHX5	300
LHX6.H13CORE.0.P.B	LHX6	301
LHX6.H13CORE.1.S.B	LHX6	302
LHX6.H13CORE.2.M.C	LHX6	303
LHX8.H13CORE.0.S.B	LHX8	304
LHX8.H13CORE.1.M.C	LHX8	305
LHX9.H13CORE.0.PS.A	LHX9	306
LHX9.H13CORE.1.M.B	LHX9	307
LMX1A.H13CORE.0.SM.B	LMX1A	308
LMX1B.H13CORE.0.P.C	LMX1B	309
LMX1B.H13CORE.1.SM.B	LMX1B	310
LMX1B.H13CORE.2.S.B	LMX1B	311
PROX1.H13CORE.0.SM.B	PROX1	312
SIX1.H13CORE.0.P.B	SIX1	313
SIX1.H13CORE.1.SM.B	SIX1	314
SIX2.H13CORE.0.P.B	SIX2	315
SIX2.H13CORE.1.M.C	SIX2	316
SIX2.H13CORE.2.SM.B	SIX2	317
SIX3.H13CORE.0.SM.B	SIX3	318
SIX4.H13CORE.0.P.B	SIX4	319
SIX4.H13CORE.1.M.C	SIX4	320
SIX6.H13CORE.0.SM.B	SIX6	321
HOMEZ.H13CORE.0.S.B	HOMEZ	322
TSHZ2.H13CORE.0.SG.A	TSHZ2	323
ZEB1.H13CORE.0.P.B	ZEB1	324
ZEB2.H13CORE.0.P.B	ZEB2	325
NFYA.H13CORE.0.P.B	NFYA	326
NFYB.H13CORE.0.P.B	NFYB	327
NFYC.H13CORE.0.P.B	NFYC	328
HMGA1.H13CORE.0.P.B	HMGA1	329
CDX1.H13CORE.0.M.B	CDX1	330
CDX1.H13CORE.1.S.B	CDX1	331
CDX2.H13CORE.0.PS.A	CDX2	332
CDX2.H13CORE.1.M.C	CDX2	333
CDX4.H13CORE.0.S.C	CDX4	334
CDX4.H13CORE.1.M.C	CDX4	335
EVX1.H13CORE.0.SM.B	EVX1	336
EVX2.H13CORE.0.SM.B	EVX2	337
EVX2.H13CORE.1.S.B	EVX2	338
GBX1.H13CORE.0.S.B	GBX1	339
GBX1.H13CORE.1.S.B	GBX1	340
GBX2.H13CORE.0.SM.B	GBX2	341
GBX2.H13CORE.1.S.B	GBX2	342
GSX1.H13CORE.0.SM.B	GSX1	343
GSX2.H13CORE.0.SM.B	GSX2	344
HXA1.H13CORE.0.SM.B	HOXA1	345
HXA1.H13CORE.1.S.B	HOXA1	346
HXA10.H13CORE.0.S.B	HOXA10	347
HXA10.H13CORE.1.M.B	HOXA10	348
HXA11.H13CORE.0.PS.A	HOXA11	349
HXA11.H13CORE.1.SM.B	HOXA11	350
HXA13.H13CORE.0.P.B	HOXA13	351
HXA13.H13CORE.1.SM.B	HOXA13	352
HXA2.H13CORE.0.SM.B	HOXA2	353
HXA4.H13CORE.0.SM.B	HOXA4	354
HXA5.H13CORE.0.SM.B	HOXA5	355
HXA6.H13CORE.0.SM.B	HOXA6	356
HXA7.H13CORE.0.SM.B	HOXA7	357
HXA9.H13CORE.0.P.B	HOXA9	358
HXA9.H13CORE.1.SM.B	HOXA9	359
HXA9.H13CORE.2.P.B	HOXA9	360
HXB1.H13CORE.0.SM.B	HOXB1	361
HXB13.H13CORE.0.PS.A	HOXB13	362
HXB13.H13CORE.1.SM.B	HOXB13	363
HXB2.H13CORE.0.SM.B	HOXB2	364
HXB3.H13CORE.0.S.B	HOXB3	365
HXB4.H13CORE.0.P.B	HOXB4	366
HXB4.H13CORE.1.PSM.A	HOXB4	367
HXB5.H13CORE.0.SM.B	HOXB5	368
HXB6.H13CORE.0.SM.B	HOXB6	369
HXB7.H13CORE.0.P.C	HOXB7	370
HXB7.H13CORE.1.SM.B	HOXB7	371
HXB8.H13CORE.0.PSM.A	HOXB8	372
HXB9.H13CORE.0.S.C	HOXB9	373
HXB9.H13CORE.1.M.C	HOXB9	374
HXC10.H13CORE.0.P.B	HOXC10	375
HXC10.H13CORE.1.S.B	HOXC10	376
HXC10.H13CORE.2.SM.B	HOXC10	377
HXC11.H13CORE.0.SM.B	HOXC11	378
HXC11.H13CORE.1.S.B	HOXC11	379
HXC12.H13CORE.0.SM.B	HOXC12	380
HXC13.H13CORE.0.SM.B	HOXC13	381
HXC4.H13CORE.0.SM.B	HOXC4	382
HXC8.H13CORE.0.SM.B	HOXC8	383
HXC9.H13CORE.0.P.B	HOXC9	384
HXC9.H13CORE.1.S.C	HOXC9	385
HXC9.H13CORE.2.M.C	HOXC9	386
HXD1.H13CORE.0.SM.B	HOXD1	387
HXD10.H13CORE.0.SM.B	HOXD10	388
HXD11.H13CORE.0.PS.A	HOXD11	389
HXD11.H13CORE.1.SM.B	HOXD11	390
HXD12.H13CORE.0.SM.B	HOXD12	391
HXD13.H13CORE.0.PS.A	HOXD13	392
HXD13.H13CORE.1.SM.B	HOXD13	393
HXD3.H13CORE.0.SM.B	HOXD3	394
HXD4.H13CORE.0.SM.B	HOXD4	395
HXD8.H13CORE.0.SM.B	HOXD8	396
HXD9.H13CORE.0.SM.B	HOXD9	397
MEOX1.H13CORE.0.SM.B	MEOX1	398
MEOX2.H13CORE.0.SM.B	MEOX2	399
MNX1.H13CORE.0.SM.B	MNX1	400
PDX1.H13CORE.0.P.B	PDX1	401
PDX1.H13CORE.1.PSM.A	PDX1	402
HSF1.H13CORE.0.PSM.A	HSF1	403
HSF1.H13CORE.1.P.B	HSF1	404
HSF1.H13CORE.2.P.B	HSF1	405
HSF2.H13CORE.0.PSM.A	HSF2	406
HSF4.H13CORE.0.SM.B	HSF4	407
HSF5.H13CORE.0.M.C	HSF5	408
HSF5.H13CORE.1.S.C	HSF5	409
HSFY1.H13CORE.0.S.B	HSFY1	410
HSFY1.H13CORE.1.S.B	HSFY1	411
HSFY1.H13CORE.2.M.B	HSFY1	412
IRF1.H13CORE.0.P.B	IRF1	413
IRF2.H13CORE.0.PSM.A	IRF2	414
IRF3.H13CORE.0.PS.A	IRF3	415
IRF3.H13CORE.1.SM.B	IRF3	416
IRF4.H13CORE.0.P.B	IRF4	417
IRF4.H13CORE.1.S.B	IRF4	418
IRF4.H13CORE.2.SM.B	IRF4	419
IRF5.H13CORE.0.SM.B	IRF5	420
IRF5.H13CORE.1.S.B	IRF5	421
IRF6.H13CORE.0.SM.B	IRF6	422
IRF6.H13CORE.1.S.C	IRF6	423
IRF7.H13CORE.0.S.B	IRF7	424
IRF7.H13CORE.1.SM.B	IRF7	425
IRF8.H13CORE.0.P.B	IRF8	426
IRF8.H13CORE.1.SM.B	IRF8	427
IRF8.H13CORE.2.SM.B	IRF8	428
IRF9.H13CORE.0.PSM.A	IRF9	429
ATF2.H13CORE.0.PSM.A	ATF2	430
ATF2.H13CORE.1.P.B	ATF2	431
ATF7.H13CORE.0.PSM.A	ATF7	432
BACH1.H13CORE.0.P.B	BACH1	433
BACH2.H13CORE.0.P.B	BACH2	434
BACH2.H13CORE.1.SM.B	BACH2	435
CREB5.H13CORE.0.P.B	CREB5	436
CREB5.H13CORE.1.SM.B	CREB5	437
JUN.H13CORE.0.P.B	JUN	438
JUN.H13CORE.1.S.C	JUN	439
JUNB.H13CORE.0.PM.A	JUNB	440
JUNB.H13CORE.1.S.C	JUNB	441
JUND.H13CORE.0.PM.A	JUND	442
JUND.H13CORE.1.SM.B	JUND	443
NF2L1.H13CORE.0.P.B	NFE2L1	444
NF2L2.H13CORE.0.P.B	NFE2L2	445
NF2L2.H13CORE.1.P.B	NFE2L2	446
NFE2.H13CORE.0.P.B	NFE2	447
NFE2.H13CORE.1.SM.B	NFE2	448
LRRF1.H13CORE.0.P.B	LRRFIP1	449
MAF.H13CORE.0.PM.A	MAF	450
MAF.H13CORE.1.PSM.A	MAF	451
MAFA.H13CORE.0.PSM.A	MAFA	452
MAFA.H13CORE.1.M.C	MAFA	453
MAFB.H13CORE.0.PS.A	MAFB	454
MAFB.H13CORE.1.P.B	MAFB	455
MAFF.H13CORE.0.PSM.A	MAFF	456
MAFF.H13CORE.1.PSM.A	MAFF	457
MAFG.H13CORE.0.PSM.A	MAFG	458
MAFG.H13CORE.1.PSM.A	MAFG	459
MAFK.H13CORE.0.PS.A	MAFK	460
MAFK.H13CORE.1.P.B	MAFK	461
MAFK.H13CORE.2.S.B	MAFK	462
NRL.H13CORE.0.SM.B	NRL	463
NRL.H13CORE.1.SM.B	NRL	464
MBD3.H13CORE.0.P.B	MBD3	465
ATMIN.H13CORE.0.P.B	ATMIN	466
BCL6.H13CORE.0.PSM.A	BCL6	467
BCL6B.H13CORE.0.PSM.A	BCL6B	468
CTCF.H13CORE.0.P.B	CTCF	469
CTCFL.H13CORE.0.P.B	CTCFL	470
FEZF1.H13CORE.0.P.B	FEZF1	471
GFI1.H13CORE.0.PSM.A	GFI1	472
GFI1B.H13CORE.0.PSM.A	GFI1B	473
GFI1B.H13CORE.1.S.C	GFI1B	474
GLI1.H13CORE.0.P.C	GLI1	475
GLI2.H13CORE.0.PSM.A	GLI2	476
GLI3.H13CORE.0.PS.A	GLI3	477
GLI3.H13CORE.1.M.C	GLI3	478
GLI4.H13CORE.0.P.C	GLI4	479
GLIS1.H13CORE.0.P.B	GLIS1	480
GLIS1.H13CORE.1.P.B	GLIS1	481
GLIS1.H13CORE.2.SM.B	GLIS1	482
GLIS2.H13CORE.0.SM.B	GLIS2	483
GLIS3.H13CORE.0.P.C	GLIS3	484
GLIS3.H13CORE.1.S.C	GLIS3	485
MTF1.H13CORE.0.SM.B	MTF1	486
MYNN.H13CORE.0.P.B	MYNN	487
MZF1.H13CORE.0.P.B	MZF1	488
OSR2.H13CORE.0.PSM.A	OSR2	489
OSR2.H13CORE.1.M.C	OSR2	490
OVOL1.H13CORE.0.SM.B	OVOL1	491
OVOL2.H13CORE.0.PSM.A	OVOL2	492
OZF.H13CORE.0.P.B	ZNF146	493
PRD14.H13CORE.0.P.B	PRDM14	494
PRDM1.H13CORE.0.S.B	PRDM1	495
PRDM1.H13CORE.1.PS.A	PRDM1	496
PRDM5.H13CORE.0.PSGI.A	PRDM5	497
PRDM6.H13CORE.0.P.B	PRDM6	498
RBAK.H13CORE.0.P.C	RBAK	499
SCRT1.H13CORE.0.PSM.A	SCRT1	500
SCRT2.H13CORE.0.PSM.A	SCRT2	501
SNAI1.H13CORE.0.PSM.A	SNAI1	502
SNAI2.H13CORE.0.PSM.A	SNAI2	503
SNAI3.H13CORE.0.S.C	SNAI3	504
TYY1.H13CORE.0.PSM.A	YY1	505
TYY1.H13CORE.1.S.B	YY1	506
TYY2.H13CORE.0.PS.A	YY2	507
TYY2.H13CORE.1.SM.B	YY2	508
TZAP.H13CORE.0.P.B	ZBTB48	509
WT1.H13CORE.0.P.B	WT1	510
WT1.H13CORE.1.P.B	WT1	511
Z280A.H13CORE.0.P.B	ZNF280A	512
Z324A.H13CORE.0.P.B	ZNF324	513
Z354A.H13CORE.0.P.B	ZNF354A	514
Z585A.H13CORE.0.P.C	ZNF585A	515
Z585B.H13CORE.0.P.C	ZNF585B	516
Z705G.H13CORE.0.P.C	ZNF705G	517
Z780A.H13CORE.0.P.C	ZNF780A	518
ZBT12.H13CORE.0.P.B	ZBTB12	519
ZBT14.H13CORE.0.P.C	ZBTB14	520
ZBT14.H13CORE.1.S.B	ZBTB14	521
ZBT16.H13CORE.0.P.B	ZBTB16	522
ZBT18.H13CORE.0.PSM.A	ZBTB18	523
ZBT20.H13CORE.0.SM.B	ZBTB20	524
ZBT24.H13CORE.0.P.B	ZBTB24	525
ZBT26.H13CORE.0.PSM.A	ZBTB26	526
ZBT26.H13CORE.1.SM.B	ZBTB26	527
ZBT40.H13CORE.0.P.B	ZBTB40	528
ZBT42.H13CORE.0.P.C	ZBTB42	529
ZBT44.H13CORE.0.P.C	ZBTB44	530
ZBT45.H13CORE.0.SM.B	ZBTB45	531
ZBT49.H13CORE.0.P.C	ZBTB49	532
ZBT7A.H13CORE.0.P.B	ZBTB7A	533
ZBT7A.H13CORE.1.SM.B	ZBTB7A	534
ZBT7B.H13CORE.0.SM.B	ZBTB7B	535
ZBT7C.H13CORE.0.S.B	ZBTB7C	536
ZBTB24.H13CORE.0.SG.A	ZBTB24	537
ZBTB40.H13CORE.0.PSG.A	ZBTB40	538
ZBTB47.H13CORE.0.PSG.A	ZBTB47	539
ZBTB6.H13CORE.0.P.B	ZBTB6	540
ZF64B.H13CORE.0.P.B	ZFP64	541
ZF64B.H13CORE.1.P.B	ZFP64	542
ZF69B.H13CORE.0.P.C	ZFP69B	543
ZFP1.H13CORE.0.PSM.A	ZFP1	544
ZFP14.H13CORE.0.P.C	ZFP14	545
ZFP28.H13CORE.0.P.B	ZFP28	546
ZFP3.H13CORE.0.P.C	ZFP3	547
